#time,Andrea:member_47,Tony:member_48,Freddie:member_1057,Betty:member_1067,
20082907,55,55,56,259,
20082908,55,55,56,56,
20082909,55,55,56,56,
20082910,55,55,56,56,
20082911,55,55,56,56,
20082912,55,55,56,56,
20082913,55,55,56,259,
20082914,55,55,56,259,
20082915,55,55,56,259,
20082916,55,55,56,259,
20082917,55,55,56,56,
20082918,55,55,56,56,
20082919,55,55,56,56,
20082920,55,55,56,56,
20082921,55,55,56,56,
20082922,55,55,56,56,
20082923,55,55,56,259,
20082924,55,55,56,259,
20082925,55,55,56,56,
20082926,55,55,56,56,
20082927,55,55,56,56,
20082928,55,55,56,56,
20082929,55,55,56,56,
20082930,55,55,56,56,
20082931,55,55,56,56,
20082932,55,55,56,56,
20082933,55,55,56,56,
20082934,55,55,56,56,
20082935,55,55,56,56,
20082936,55,55,56,56,
20082937,55,55,56,56,
20082938,55,55,56,56,
20082939,55,55,56,56,
20082940,55,55,56,56,
20082941,55,55,56,56,
20082942,55,55,56,56,
20082943,55,55,56,56,
20082944,55,55,56,56,
20082945,55,55,56,56,
20082946,55,55,56,56,
20082947,55,55,56,56,
20082948,55,55,56,56,
20082949,55,55,56,56,
20082950,55,55,56,56,
20082951,55,55,56,56,
20082952,55,55,56,56,
20082953,55,55,56,259,
20082954,55,55,56,259,
20082955,55,55,56,259,
20082956,55,55,56,259,
20082957,55,55,56,56,
20082958,55,55,56,56,
20082959,55,55,56,56,
20082960,55,55,56,56,
20082961,55,55,56,56,
20082962,55,55,56,56,
20082963,55,55,56,259,
20082964,55,55,56,259,
20082965,55,55,56,259,
20082966,55,55,56,259,
20082967,55,55,56,56,
20082968,55,55,56,56,
20082969,55,55,56,56,
20082970,55,55,56,56,
20082971,55,55,56,56,
20082972,55,55,56,56,
20082973,55,55,56,56,
20082974,55,55,56,56,
20082975,55,55,56,56,
20082976,55,55,56,56,
20082977,55,55,56,56,
20082978,55,55,56,56,
20082979,55,55,56,56,
20082980,55,55,56,56,
20082981,55,55,56,56,
20082982,55,55,56,56,
20082983,55,55,56,259,
20082984,55,55,56,259,
20082985,55,55,56,259,
20082986,55,55,56,259,
20082987,55,55,56,56,
20082988,55,55,56,56,
20082989,55,55,56,56,
20082990,55,55,56,56,
20082991,55,55,56,56,
20082992,55,55,56,56,
20082993,55,55,56,259,
20082994,55,55,56,259,
20082995,55,55,56,259,
20082996,55,55,56,259,
20082997,55,55,56,56,
20082998,55,55,56,56,
20082999,55,55,56,56,
20083000,55,55,56,56,
20083001,55,55,56,56,
20083002,55,55,56,56,
20083003,55,55,56,56,
20083004,55,55,56,56,
20083005,55,55,56,56,
20083006,55,55,56,56,
20083007,55,55,56,56,
20083008,55,55,56,56,
20083009,55,55,56,56,
20083010,55,55,56,56,
20083011,55,55,56,56,
20083012,55,55,56,56,
20083013,55,55,56,56,
20083014,55,55,56,56,
20083015,55,55,56,56,
20083016,55,55,56,56,
20083017,55,55,56,56,
20083018,55,55,56,56,
20083019,55,55,56,56,
20083020,55,55,56,56,
20083021,55,55,56,56,
20083022,55,55,56,56,
20083023,55,55,56,56,
20083024,55,55,56,56,
20083025,55,55,56,56,
20083026,55,55,56,56,
20083027,55,55,56,56,
20083028,55,55,56,56,
20083029,55,55,56,56,
20083030,55,55,56,56,
20083031,55,55,56,56,
20083032,55,55,56,56,
20083033,55,55,56,259,
20083034,55,55,56,259,
20083035,55,55,56,56,
20083036,55,55,56,56,
20083037,55,55,56,56,
20083038,55,55,56,56,
20083039,55,55,56,56,
20083040,55,55,56,56,
20083041,55,55,56,56,
20083042,55,55,56,56,
20083043,55,55,56,259,
20083044,55,55,56,259,
20083045,55,55,56,259,
20083046,55,55,56,259,
20083047,55,55,56,259,
20083048,55,55,56,56,
20083049,55,55,56,56,
20083050,55,55,56,56,
20083051,55,55,56,56,
20083052,55,55,56,56,
20083053,55,55,56,259,
20083054,55,55,56,259,
20083055,55,55,56,56,
20083056,55,55,56,56,
20083057,55,55,56,56,
20083058,55,55,56,56,
20083059,55,55,56,56,
20083060,55,55,56,56,
20083061,55,55,56,56,
20083062,55,55,56,56,
20083063,55,55,56,259,
20083064,55,55,56,259,
20083065,55,55,56,56,
20083066,55,55,56,56,
20083067,55,55,56,56,
20083068,55,55,56,56,
20083069,55,55,56,56,
20083070,55,55,56,56,
20083071,55,55,56,56,
20083072,55,55,56,56,
20083073,55,55,56,56,
20083074,55,55,56,56,
20083075,55,55,56,56,
20083076,55,55,56,56,
20083077,55,55,56,56,
20083078,55,55,56,56,
20083079,55,55,56,56,
20083080,55,55,56,56,
20083081,55,55,56,56,
20083082,55,55,56,56,
20083083,55,55,56,56,
20083084,55,55,56,56,
20083085,55,55,56,56,
20083086,55,55,56,56,
20083087,55,55,56,56,
20083088,55,55,56,56,
20083089,55,55,56,56,
20083090,55,55,56,56,
20083091,55,55,56,56,
20083092,55,55,56,56,
20083093,55,55,56,56,
20083094,55,55,56,56,
20083095,55,55,56,56,
20083096,55,55,56,56,
20083097,55,55,56,56,
20083098,55,55,56,56,
20083099,55,55,56,56,
20083100,55,55,56,56,
20083101,55,55,56,56,
20083102,55,55,56,56,
20083103,55,55,56,259,
20083104,55,55,56,259,
20083105,55,55,56,259,
20083106,55,55,56,259,
20083107,55,55,56,56,
20083108,55,55,56,56,
20083109,55,55,56,56,
20083110,55,55,56,56,
20083111,55,55,56,56,
20083112,55,55,56,56,
20083113,55,55,56,259,
20083114,55,55,56,259,
20083115,55,55,56,259,
20083116,55,55,56,259,
20083117,55,55,56,259,
20083118,55,55,56,56,
20083119,55,55,56,56,
20083120,55,55,56,56,
20083121,55,55,56,56,
20083122,55,55,56,56,
20083123,55,55,56,259,
20083124,55,55,56,259,
20083125,55,55,56,259,
20083126,55,55,56,259,
20083127,55,55,56,259,
20083128,55,55,56,56,
20083129,55,55,56,56,
20083130,55,55,56,56,
20083131,55,55,56,56,
20083132,55,55,56,56,
20083133,55,55,56,56,
20083134,55,55,56,56,
20083135,55,55,56,56,
20083136,55,55,56,56,
20083137,55,55,56,56,
20083138,55,55,56,56,
20083139,55,55,56,56,
20083140,55,55,56,56,
20083141,55,55,56,56,
20083142,55,55,56,56,
20083143,55,55,56,56,
20083144,55,55,56,56,
20083145,55,55,56,56,
20083146,55,55,56,56,
20083147,55,55,56,56,
20083148,55,55,56,56,
20083149,55,55,56,56,
20083150,55,55,56,56,
20083151,55,55,56,56,
20083152,55,55,56,56,
20083153,55,55,56,56,
20083154,55,55,56,56,
20083155,55,55,56,56,
20083156,55,55,56,56,
20083157,55,55,56,56,
20083158,55,55,56,56,
20083159,55,55,56,56,
20083160,55,55,56,56,
20083161,55,55,56,56,
20083162,55,55,56,56,
20083163,55,55,56,259,
20083164,55,55,56,259,
20083165,55,55,56,259,
20083166,55,55,56,259,
20083167,55,55,56,259,
20083168,55,55,56,56,
20083169,55,55,56,56,
20083170,55,55,56,56,
20083171,55,55,56,56,
20083172,55,55,56,56,
20083173,55,55,56,259,
20083174,55,55,56,259,
20083175,55,55,56,259,
20083176,55,55,56,259,
20083177,55,55,56,56,
20083178,55,55,56,56,
20083179,55,55,56,56,
20083180,55,55,56,56,
20083181,55,55,56,56,
20083182,55,55,56,56,
20083183,55,55,56,259,
20083184,55,55,56,259,
20083185,55,55,56,259,
20083186,55,55,56,259,
20083187,55,55,56,259,
20083188,55,55,56,56,
20083189,55,55,56,56,
20083190,55,55,56,56,
20083191,55,55,56,56,
20083192,55,55,56,56,
20083193,55,55,56,259,
20083194,55,55,56,259,
20083195,55,55,56,56,
20083196,55,55,56,56,
20083197,55,55,56,56,
20083198,55,55,56,56,
20083199,55,55,56,56,
20083200,55,55,56,56,
20083201,55,55,56,56,
20083202,55,55,56,56,
20083203,55,55,56,259,
20083204,55,55,56,259,
20083205,55,55,56,259,
20083206,55,55,56,259,
20083207,55,55,56,56,
20083208,55,55,56,56,
20083209,55,55,56,56,
20083210,55,55,56,56,
20083211,55,55,56,56,
20083212,55,55,56,56,
20083213,55,55,56,56,
20083214,55,55,56,56,
20083215,55,55,56,56,
20083216,55,55,56,56,
20083217,55,55,56,56,
20083218,55,55,56,56,
20083219,55,55,56,56,
20083220,55,55,56,56,
20083221,55,55,56,56,
20083222,55,55,56,56,
20083223,55,55,56,56,
20083224,55,55,56,56,
20083225,55,55,56,56,
20083226,55,55,56,56,
20083227,55,55,56,56,
20083228,55,55,56,56,
20083229,55,55,56,56,
20083230,55,55,56,56,
20083231,55,55,56,56,
20083232,55,55,56,56,
20083233,55,55,56,259,
20083234,55,55,56,259,
20083235,55,55,56,259,
20083236,55,55,56,259,
20083237,55,55,56,56,
20083238,55,55,56,56,
20083239,55,55,56,56,
20083240,55,55,56,56,
20083241,55,55,56,56,
20083242,55,55,56,56,
20083243,55,55,56,259,
20083244,55,55,56,259,
20083245,55,55,56,259,
20083246,55,55,56,259,
20083247,55,55,56,259,
20083248,55,55,56,56,
20083249,55,55,56,56,
20083250,55,55,56,56,
20083251,55,55,56,56,
20083252,55,55,56,56,
20083253,55,55,56,259,
20083254,55,55,56,259,
20083255,55,55,56,259,
20083256,55,55,56,259,
20083257,55,55,56,56,
20083258,55,55,56,56,
20083259,55,55,56,56,
20083260,55,55,56,56,
20083261,55,55,56,56,
20083262,55,55,56,56,
20083263,55,55,56,259,
20083264,55,55,56,259,
20083265,55,55,56,259,
20083266,55,55,56,259,
20083267,55,55,56,56,
20083268,55,55,56,56,
20083269,55,55,56,56,
20083270,55,55,56,56,
20083271,55,55,56,56,
20083272,55,55,56,56,
20083273,55,55,56,259,
20083274,55,55,56,259,
20083275,55,55,56,56,
20083276,55,55,56,56,
20083277,55,55,56,56,
20083278,55,55,56,56,
20083279,55,55,56,56,
20083280,55,55,56,56,
20083281,55,55,56,56,
20083282,55,55,56,56,
20083283,55,55,56,56,
20083284,55,55,56,56,
20083285,55,55,56,56,
20083286,55,55,56,56,
20083287,55,55,56,56,
20083288,55,55,56,56,
20083289,55,55,56,56,
20083290,55,55,56,56,
20083291,55,55,56,56,
20083292,55,55,56,56,
20083293,55,55,56,56,
20083294,55,55,56,56,
20083295,55,55,56,56,
20083296,55,55,56,56,
20083297,55,55,56,56,
20083298,55,55,56,56,
20083299,55,55,56,56,
20083300,55,55,56,56,
20083301,55,55,56,56,
20083302,55,55,56,56,
20083303,55,55,56,259,
20083304,55,55,56,259,
20083305,55,55,56,259,
20083306,55,55,56,259,
20083307,55,55,56,259,
20083308,55,55,56,56,
20083309,55,55,56,56,
20083310,55,55,56,56,
20083311,55,55,56,56,
20083312,55,55,56,56,
20083313,55,55,56,56,
20083314,55,55,56,56,
20083315,55,55,56,56,
20083316,55,55,56,56,
20083317,55,55,56,56,
20083318,55,55,56,56,
20083319,55,55,56,56,
20083320,55,55,56,56,
20083321,55,55,56,56,
20083322,55,55,56,56,
20083323,55,55,56,259,
20083324,55,55,56,259,
20083325,55,55,56,259,
20083326,55,55,56,259,
20083327,55,55,56,56,
20083328,55,55,56,56,
20083329,55,55,56,56,
20083330,55,55,56,56,
20083331,55,55,56,56,
20083332,55,55,56,56,
20083333,55,55,56,259,
20083334,55,55,56,259,
20083335,55,55,56,259,
20083336,55,55,56,259,
20083337,55,55,56,56,
20083338,55,55,56,56,
20083339,55,55,56,56,
20083340,55,55,56,56,
20083341,55,55,56,56,
20083342,55,55,56,56,
20083343,55,55,56,259,
20083344,55,55,56,259,
20083345,55,55,56,259,
20083346,55,55,56,259,
20083347,55,55,56,56,
20083348,55,55,56,56,
20083349,55,55,56,56,
20083350,55,55,56,56,
20083351,55,55,56,56,
20083352,55,55,56,56,
20083353,55,55,56,56,
20083354,55,55,56,56,
20083355,55,55,56,56,
20083356,55,55,56,56,
20083357,55,55,56,56,
20083358,55,55,56,56,
20083359,55,55,56,56,
20083360,55,55,56,56,
20083361,55,55,56,56,
20083362,55,55,56,56,
20083363,55,55,56,56,
20083364,55,55,56,56,
20083365,55,55,56,56,
20083366,55,55,56,56,
20083367,55,55,56,56,
20083368,55,55,56,56,
20083369,55,55,56,56,
20083370,55,55,56,56,
20083371,55,55,56,56,
20083372,55,55,56,56,
20083373,55,55,56,259,
20083374,55,55,56,259,
20083375,55,55,56,259,
20083376,55,55,56,259,
20083377,55,55,56,259,
20083378,55,55,56,56,
20083379,55,55,56,56,
20083380,55,55,56,56,
20083381,55,55,56,56,
20083382,55,55,56,56,
20083383,55,55,56,259,
20083384,55,55,56,259,
20083385,55,55,56,259,
20083386,55,55,56,259,
20083387,55,55,56,56,
20083388,55,55,56,56,
20083389,55,55,56,56,
20083390,55,55,56,56,
20083391,55,55,56,56,
20083392,55,55,56,56,
20083393,55,55,56,259,
20083394,55,55,56,259,
20083395,55,55,56,259,
20083396,55,55,56,259,
20083397,55,55,56,259,
20083398,55,55,56,56,
20083399,55,55,56,56,
20083400,55,55,56,56,
20083401,55,55,56,56,
20083402,55,55,56,56,
20083403,55,55,56,259,
20083404,55,55,56,259,
20083405,55,55,56,259,
20083406,55,55,56,259,
20083407,55,55,56,259,
20083408,55,55,56,56,
20083409,55,55,56,56,
20083410,55,55,56,56,
20083411,55,55,56,56,
20083412,55,55,56,56,
20083413,55,55,56,259,
20083414,55,55,56,259,
20083415,55,55,56,259,
20083416,55,55,56,259,
20083417,55,55,56,56,
20083418,55,55,56,56,
20083419,55,55,56,56,
20083420,55,55,56,56,
20083421,55,55,56,56,
20083422,55,55,56,56,
20083423,55,55,56,56,
20083424,55,55,56,56,
20083425,55,55,56,56,
20083426,55,55,56,56,
20083427,55,55,56,56,
20083428,55,55,56,56,
20083429,55,55,56,56,
20083430,55,55,56,56,
20083431,55,55,56,56,
20083432,55,55,56,56,
20083433,55,55,56,56,
20083434,55,55,56,56,
20083435,55,55,56,56,
20083436,55,55,56,56,
20083437,55,55,56,56,
20083438,55,55,56,56,
20083439,55,55,56,56,
20083440,55,55,56,56,
20083441,55,55,56,56,
20083442,55,55,56,56,
20083443,55,55,56,56,
20083444,55,55,56,56,
20083445,55,55,56,56,
20083446,55,55,56,56,
20083447,55,55,56,56,
20083448,55,55,56,56,
20083449,55,55,56,56,
20083450,55,55,56,56,
20083451,55,55,56,56,
20083452,55,55,56,56,
20083453,55,55,56,259,
20083454,55,55,56,259,
20083455,55,55,56,259,
20083456,55,55,56,259,
20083457,55,55,56,56,
20083458,55,55,56,56,
20083459,55,55,56,56,
20083460,55,55,56,56,
20083461,55,55,56,56,
20083462,55,55,56,56,
20083463,55,55,56,259,
20083464,55,55,56,259,
20083465,55,55,56,259,
20083466,55,55,56,259,
20083467,55,55,56,259,
20083468,55,55,56,56,
20083469,55,55,56,56,
20083470,55,55,56,56,
20083471,55,55,56,56,
20083472,55,55,56,56,
20083473,55,55,56,259,
20083474,55,55,56,259,
20083475,55,55,56,259,
20083476,55,55,56,259,
20083477,55,55,56,56,
20083478,55,55,56,56,
20083479,55,55,56,56,
20083480,55,55,56,56,
20083481,55,55,56,56,
20083482,55,55,56,56,
20083483,55,55,56,259,
20083484,55,55,56,259,
20083485,55,55,56,56,
20083486,55,55,56,56,
20083487,55,55,56,56,
20083488,55,55,56,56,
20083489,55,55,56,56,
20083490,55,55,56,56,
20083491,55,55,56,56,
20083492,55,55,56,56,
20083493,55,55,56,56,
20083494,55,55,56,56,
20083495,55,55,56,56,
20083496,55,55,56,56,
20083497,55,55,56,56,
20083498,55,55,56,56,
20083499,55,55,56,56,
20083500,55,55,56,56,
20083501,55,55,56,56,
20083502,55,55,56,56,
20083503,55,55,56,56,
20083504,55,55,56,56,
20083505,55,55,56,56,
20083506,55,55,56,56,
20083507,55,55,56,56,
20083508,55,55,56,56,
20083509,55,55,56,56,
20083510,55,55,56,56,
20083511,55,55,56,56,
20083512,55,55,56,56,
20083513,55,55,56,259,
20083514,55,55,56,259,
20083515,55,55,56,259,
20083516,55,55,56,259,
20083517,55,55,56,56,
20083518,55,55,56,56,
20083519,55,55,56,56,
20083520,55,55,56,56,
20083521,55,55,56,56,
20083522,55,55,56,56,
20083523,55,55,56,259,
20083524,55,55,56,259,
20083525,55,55,56,259,
20083526,55,55,56,259,
20083527,55,55,56,56,
20083528,55,55,56,56,
20083529,55,55,56,56,
20083530,55,55,56,56,
20083531,55,55,56,56,
20083532,55,55,56,56,
20083533,55,55,56,56,
20083534,55,55,56,56,
20083535,55,55,56,56,
20083536,55,55,56,56,
20083537,55,55,56,56,
20083538,55,55,56,56,
20083539,55,55,56,56,
20083540,55,55,56,56,
20083541,55,55,56,56,
20083542,55,55,56,56,
20083543,55,55,56,56,
20083544,55,55,56,56,
20083545,55,55,56,56,
20083546,55,55,56,56,
20083547,55,55,56,56,
20083548,55,55,56,56,
20083549,55,55,56,56,
20083550,55,55,56,56,
20083551,55,55,56,56,
20083552,55,55,56,56,
20083553,55,55,56,56,
20083554,55,55,56,56,
20083555,55,55,56,56,
20083556,55,55,56,56,
20083557,55,55,56,56,
20083558,55,55,56,56,
20083559,55,55,56,56,
20083560,55,55,56,56,
20083561,55,55,56,56,
20083562,55,55,56,56,
20083563,55,55,56,56,
20083564,55,55,56,56,
20083565,55,55,56,56,
20083566,55,55,56,56,
20083567,55,55,56,56,
20083568,55,55,56,56,
20083569,55,55,56,56,
20083570,55,55,56,56,
20083571,55,55,56,56,
20083572,55,55,56,56,
20083573,55,55,56,56,
20083574,55,55,56,56,
20083575,55,55,56,56,
20083576,55,55,56,56,
20083577,55,55,56,56,
20083578,55,55,56,56,
20083579,55,55,56,56,
20083580,55,55,56,56,
20083581,55,55,56,56,
20083582,55,55,56,56,
20083583,55,55,56,259,
20083584,55,55,56,259,
20083585,55,55,56,56,
20083586,55,55,56,56,
20083587,55,55,56,56,
20083588,55,55,56,56,
20083589,55,55,56,56,
20083590,55,55,56,56,
20083591,55,55,56,56,
20083592,55,55,56,56,
20083593,55,55,56,56,
20083594,55,55,56,56,
20083595,55,55,56,56,
20083596,55,55,56,56,
20083597,55,55,56,56,
20083598,55,55,56,56,
20083599,55,55,56,56,
20083600,55,55,56,56,
20083601,55,55,56,56,
20083602,55,55,56,56,
20083603,55,55,56,56,
20083604,55,55,56,56,
20083605,55,55,56,56,
20083606,55,55,56,56,
20083607,55,55,56,56,
20083608,55,55,56,56,
20083609,55,55,56,56,
20083610,55,55,56,56,
20083611,55,55,56,56,
20083612,55,55,56,56,
20083613,55,55,56,56,
20083614,55,55,56,56,
20083615,55,55,56,56,
20083616,55,55,56,56,
20083617,55,55,56,56,
20083618,55,55,56,56,
20083619,55,55,56,56,
20083620,55,55,56,56,
20083621,55,55,56,56,
20083622,55,55,56,56,
20083623,55,55,56,259,
20083624,55,55,56,259,
20083625,55,55,56,56,
20083626,55,55,56,56,
20083627,55,55,56,56,
20083628,55,55,56,56,
20083629,55,55,56,56,
20083630,55,55,56,56,
20083631,55,55,56,56,
20083632,55,55,56,56,
20083633,55,55,56,56,
20083634,55,55,56,56,
20083635,55,55,56,56,
20083636,55,55,56,56,
20083637,55,55,56,56,
20083638,55,55,56,56,
20083639,55,55,56,56,
20083640,55,55,56,56,
20083641,55,55,56,56,
20083642,55,55,56,56,
20083643,55,55,56,56,
20083644,55,55,56,56,
20083645,55,55,56,56,
20083646,55,55,56,56,
20083647,55,55,56,56,
20083648,55,55,56,56,
20083649,55,55,56,56,
20083650,55,55,56,56,
20083651,55,55,56,56,
20083652,55,55,56,56,
20083653,55,55,56,259,
20083654,55,55,56,259,
20083655,55,55,56,56,
20083656,55,55,56,56,
20083657,55,55,56,56,
20083658,55,55,56,56,
20083659,55,55,56,56,
20083660,55,55,56,56,
20090011,55,55,56,56,
20090012,55,55,56,56,
20090013,55,55,56,56,
20090014,55,55,56,56,
20090015,55,55,56,56,
20090016,55,55,56,56,
20090017,55,55,56,56,
20090018,55,55,56,56,
20090019,55,55,56,56,
20090020,55,55,56,56,
20090021,55,55,56,56,
20090022,55,55,56,56,
20090023,55,55,56,259,
20090024,55,55,56,259,
20090025,55,55,56,259,
20090026,55,55,56,259,
20090027,55,55,56,259,
20090028,55,55,56,56,
20090029,55,55,56,56,
20090030,55,55,56,56,
20090031,55,55,56,56,
20090032,55,55,56,56,
20090033,55,55,56,259,
20090034,55,55,56,259,
20090035,55,55,56,259,
20090036,55,55,56,259,
20090037,55,55,56,259,
20090038,55,55,56,56,
20090039,55,55,56,56,
20090040,55,55,56,56,
20090041,55,55,56,56,
20090042,55,55,56,56,
20090043,55,55,56,56,
20090044,55,55,56,56,
20090045,55,55,56,56,
20090046,55,55,56,56,
20090047,55,55,56,56,
20090048,55,55,56,56,
20090049,55,55,56,56,
20090050,55,55,56,56,
20090051,55,55,56,56,
20090052,55,55,56,56,
20090053,55,55,56,56,
20090054,55,55,56,56,
20090055,55,55,56,56,
20090056,55,55,56,56,
20090057,55,55,56,56,
20090058,55,55,56,56,
20090059,55,55,56,56,
20090060,55,55,56,56,
20090061,55,55,56,56,
20090062,55,55,56,56,
20090063,55,55,56,259,
20090064,55,55,56,259,
20090065,55,55,56,259,
20090066,55,55,56,259,
20090067,55,55,56,259,
20090068,55,55,56,56,
20090069,55,55,56,56,
20090070,55,55,56,56,
20090071,55,55,56,56,
20090072,55,55,56,56,
20090073,55,55,56,259,
20090074,55,55,56,259,
20090075,55,55,56,259,
20090076,55,55,56,259,
20090077,55,55,56,56,
20090078,55,55,56,56,
20090079,55,55,56,56,
20090080,55,55,56,56,
20090081,55,55,56,56,
20090082,55,55,56,56,
20090083,55,55,56,259,
20090084,55,55,56,259,
20090085,55,55,56,259,
20090086,55,55,56,259,
20090087,55,55,56,259,
20090088,55,55,56,56,
20090089,55,55,56,56,
20090090,55,55,56,56,
20090091,55,55,56,56,
20090092,55,55,56,56,
20090093,55,55,56,259,
20090094,55,55,56,259,
20090095,55,55,56,259,
20090096,55,55,56,259,
20090097,55,55,56,259,
20090098,55,55,56,56,
20090099,55,55,56,56,
20090100,55,55,56,56,
20090101,55,55,56,56,
20090102,55,55,56,56,
20090103,55,55,56,259,
20090104,55,55,56,259,
20090105,55,55,56,259,
20090106,55,55,56,259,
20090107,55,55,56,56,
20090108,55,55,56,56,
20090109,55,55,56,56,
20090110,55,55,56,56,
20090111,55,55,56,56,
20090112,55,55,56,56,
20090113,55,55,56,56,
20090114,55,55,56,56,
20090115,55,55,56,56,
20090116,55,55,56,56,
20090117,55,55,56,56,
20090118,55,55,56,56,
20090119,55,55,56,56,
20090120,55,55,56,56,
20090121,55,55,56,56,
20090122,55,55,56,56,
20090123,55,55,56,56,
20090124,55,55,56,56,
20090125,55,55,56,56,
20090126,55,55,56,56,
20090127,55,55,56,56,
20090128,55,55,56,56,
20090129,55,55,56,56,
20090130,55,55,56,56,
20090131,55,55,56,56,
20090132,55,55,56,56,
20090133,55,55,56,259,
20090134,55,55,56,259,
20090135,55,55,56,259,
20090136,55,55,56,259,
20090137,55,55,56,56,
20090138,55,55,56,56,
20090139,55,55,56,56,
20090140,55,55,56,56,
20090141,55,55,56,56,
20090142,55,55,56,56,
20090143,55,55,56,259,
20090144,55,55,56,259,
20090145,55,55,56,259,
20090146,55,55,56,259,
20090147,55,55,56,259,
20090148,55,55,56,56,
20090149,55,55,56,56,
20090150,55,55,56,56,
20090151,55,55,56,56,
20090152,55,55,56,56,
20090153,55,55,56,259,
20090154,55,55,56,259,
20090155,55,55,56,259,
20090156,55,55,56,259,
20090157,55,55,56,56,
20090158,55,55,56,56,
20090159,55,55,56,56,
20090160,55,55,56,56,
20090161,55,55,56,56,
20090162,55,55,56,56,
20090163,55,55,56,259,
20090164,55,55,56,259,
20090165,55,55,56,259,
20090166,55,55,56,259,
20090167,55,55,56,56,
20090168,55,55,56,56,
20090169,55,55,56,56,
20090170,55,55,56,56,
20090171,55,55,56,56,
20090172,55,55,56,56,
20090173,55,55,56,259,
20090174,55,55,56,259,
20090175,55,55,56,56,
20090176,55,55,56,56,
20090177,55,55,56,56,
20090178,55,55,56,56,
20090179,55,55,56,56,
20090180,55,55,56,56,
20090181,55,55,56,56,
20090182,55,55,56,56,
20090183,55,55,56,56,
20090184,55,55,56,56,
20090185,55,55,56,56,
20090186,55,55,56,56,
20090187,55,55,56,56,
20090188,55,55,56,56,
20090189,55,55,56,56,
20090190,55,55,56,56,
20090191,55,55,56,56,
20090192,55,55,56,56,
20090193,55,55,56,259,
20090194,55,55,56,259,
20090195,55,55,56,56,
20090196,55,55,56,56,
20090197,55,55,56,56,
20090198,55,55,56,56,
20090199,55,55,56,56,
20090200,55,55,56,56,
20090201,55,55,56,56,
20090202,55,55,56,56,
20090203,55,55,56,259,
20090204,55,55,56,259,
20090205,55,55,56,259,
20090206,55,55,56,259,
20090207,55,55,56,56,
20090208,55,55,56,56,
20090209,55,55,56,56,
20090210,55,55,56,56,
20090211,55,55,56,56,
20090212,55,55,56,56,
20090213,55,55,56,259,
20090214,55,55,56,259,
20090215,55,55,56,259,
20090216,55,55,56,259,
20090217,55,55,56,56,
20090218,55,55,56,56,
20090219,55,55,56,56,
20090220,55,55,56,56,
20090221,55,55,56,56,
20090222,55,55,56,56,
20090223,55,55,56,259,
20090224,55,55,56,259,
20090225,55,55,56,259,
20090226,55,55,56,259,
20090227,55,55,56,259,
20090228,55,55,56,56,
20090229,55,55,56,56,
20090230,55,55,56,56,
20090231,55,55,56,56,
20090232,55,55,56,56,
20090233,55,55,56,259,
20090234,55,55,56,259,
20090235,55,55,56,259,
20090236,55,55,56,259,
20090237,55,55,56,56,
20090238,55,55,56,56,
20090239,55,55,56,56,
20090240,55,55,56,56,
20090241,55,55,56,56,
20090242,55,55,56,56,
20090243,55,55,56,259,
20090244,55,55,56,259,
20090245,55,55,56,56,
20090246,55,55,56,56,
20090247,55,55,56,56,
20090248,55,55,56,56,
20090249,55,55,56,56,
20090250,55,55,56,56,
20090251,55,55,56,56,
20090252,55,55,56,56,
20090253,55,55,56,56,
20090254,55,55,56,56,
20090255,55,55,56,56,
20090256,55,55,56,56,
20090257,55,55,56,56,
20090258,55,55,56,56,
20090259,55,55,56,56,
20090260,55,55,56,56,
20090261,55,55,56,56,
20090262,55,55,56,56,
20090263,55,55,56,56,
20090264,55,55,56,56,
20090265,55,55,56,56,
20090266,55,55,56,56,
20090267,55,55,56,56,
20090268,55,55,56,56,
20090269,55,55,56,56,
20090270,55,55,56,56,
20090271,55,55,56,56,
20090272,55,55,56,56,
20090273,55,55,56,56,
20090274,55,55,56,56,
20090275,55,55,56,56,
20090276,55,55,56,56,
20090277,55,55,56,56,
20090278,55,55,56,56,
20090279,55,55,56,56,
20090280,55,55,56,56,
20090281,55,55,56,56,
20090282,55,55,56,56,
20090283,55,55,56,259,
20090284,55,55,56,259,
20090285,55,55,56,259,
20090286,55,55,56,259,
20090287,55,55,56,56,
20090288,55,55,56,56,
20090289,55,55,56,56,
20090290,55,55,56,56,
20090291,55,55,56,56,
20090292,55,55,56,56,
20090293,55,55,56,259,
20090294,55,55,56,259,
20090295,55,55,56,259,
20090296,55,55,56,259,
20090297,55,55,56,56,
20090298,55,55,56,56,
20090299,55,55,56,56,
20090300,55,55,56,56,
20090301,55,55,56,56,
20090302,55,55,56,56,
20090303,55,55,56,259,
20090304,55,55,56,259,
20090305,55,55,56,56,
20090306,55,55,56,56,
20090307,55,55,56,56,
20090308,55,55,56,56,
20090309,55,55,56,56,
20090310,55,55,56,56,
20090311,55,55,56,56,
20090312,55,55,56,56,
20090313,55,55,56,56,
20090314,55,55,56,56,
20090315,55,55,56,56,
20090316,55,55,56,56,
20090317,55,55,56,56,
20090318,55,55,56,56,
20090319,55,55,56,56,
20090320,55,55,56,56,
20090321,55,55,56,56,
20090322,55,55,56,56,
20090323,55,55,56,56,
20090324,55,55,56,56,
20090325,55,55,56,56,
20090326,55,55,56,56,
20090327,55,55,56,56,
20090328,55,55,56,56,
20090329,55,55,56,56,
